beneficiary_sk,beneficiary_id,household_id,first_name,last_name,gender,date_of_birth,age,nationality,vulnerability_status,household_size,program_enrolled,registration_date,scd_start_date,scd_end_date,is_current,record_status,biometric_verified,protection_flag,notes
4031,BEN-04031,HH-1370,Ibrahim,Jama,Female,1961-09-22,63,South Sudanese,Host Community,12,Education,2023-02-10,2023-02-10,9999-12-31,1,Active,1,1,
4032,BEN-04032,HH-1684,Ali,Ndlovu,Female,1954-08-08,70,Syrian,IDP,3,Education,2022-10-18,2022-10-18,9999-12-31,1,Active,0,0,
4033,BEN-04033,HH-1565,Ibrahim,Osman,Male,1971-04-12,53,Sudanese,Stateless,1,Food Security,2022-04-04,2022-04-04,9999-12-31,1,Active,0,0,
4034,BEN-04034,HH-1732,Omar,Ahmed,Female,1992-06-17,32,South Sudanese,Stateless,8,Food Security,2024-01-16,2024-01-16,9999-12-31,1,Inactive,0,0,
4035,BEN-04035,HH-0750,Halima,Kofi,Male,1969-08-23,55,Rohingya,Host Community,10,Health,2023-11-16,2023-11-16,9999-12-31,1,Active,1,0,
4036,BEN-04036,HH-0609,Hassan,Kofi,Male,1968-10-30,56,South Sudanese,Host Community,12,Cash Assistance,2024-06-17,2024-06-17,9999-12-31,1,Active,1,0,
4037,BEN-04037,HH-0944,Zainab,Mohamed,Female,1997-01-24,27,Afghan,Refugee,10,Education,2022-01-07,2022-01-07,9999-12-31,1,Active,0,1,
4038,BEN-04038,HH-0211,Mariam,Ndlovu,Male,1983-03-22,41,Yemeni,Returnee,11,Protection,2022-02-23,2022-02-23,9999-12-31,1,Active,0,0,
4039,BEN-04039,HH-0662,Hassan,Kofi,Female,2007-11-30,17,Congolese,IDP,4,Shelter,2024-03-25,2024-03-25,9999-12-31,1,Active,1,0,
4040,BEN-04040,HH-0126,Ibrahim,Ahmed,Male,1971-07-21,53,Nigerian,Refugee,1,Protection,2022-02-07,2022-02-07,9999-12-31,1,Transferred,0,0,
4041,BEN-04041,HH-0782,Ali,Ndlovu,Male,2016-04-19,8,Somali,Host Community,12,Shelter,2023-05-20,2023-05-20,9999-12-31,1,Inactive,1,1,
4042,BEN-04042,HH-1671,Omar,Ahmed,Male,1959-10-06,65,Rohingya,Returnee,11,Health,2022-10-01,2022-10-01,9999-12-31,1,Active,0,0,
4043,BEN-04043,HH-1905,Halima,Warsame,Male,2007-01-22,17,Congolese,Host Community,12,Shelter,2023-08-12,2023-08-12,9999-12-31,1,Active,1,0,
4044,BEN-04044,HH-1416,Omar,Diallo,Male,1963-05-04,61,South Sudanese,Refugee,4,Shelter,2023-04-19,2023-04-19,9999-12-31,1,Active,0,0,
4045,BEN-04045,HH-0543,Ali,Ndlovu,Male,1998-11-09,26,Nigerian,Returnee,10,Health,2022-11-26,2022-11-26,9999-12-31,1,Inactive,1,0,
4046,BEN-04046,HH-1238,Halima,Kofi,Male,1970-08-28,54,Syrian,Returnee,3,Education,2022-11-28,2022-11-28,9999-12-31,1,Transferred,0,0,
4047,BEN-04047,HH-1639,Ibrahim,Warsame,Male,1986-08-06,38,Rohingya,Stateless,8,Livelihoods,2024-09-26,2024-09-26,9999-12-31,1,Active,0,0,
4048,BEN-04048,HH-1854,Yusuf,Diallo,Male,1983-09-24,41,South Sudanese,Returnee,1,Food Security,2022-05-22,2022-05-22,9999-12-31,1,Active,1,1,
4049,BEN-04049,HH-0994,Ali,Osman,Female,1954-11-30,70,Afghan,Returnee,12,Shelter,2022-09-21,2022-09-21,9999-12-31,1,Active,0,0,
4050,BEN-04050,HH-1204,Omar,Warsame,Female,1988-07-08,36,Nigerian,Stateless,10,Livelihoods,2023-01-19,2023-01-19,9999-12-31,1,Inactive,0,0,
4051,BEN-04051,HH-1416,Yusuf,Ahmed,Male,1998-10-18,26,Somali,Host Community,7,Shelter,2023-01-09,2023-01-09,9999-12-31,1,Active,1,0,
4052,BEN-04052,HH-1750,Ali,Ahmed,Male,1964-05-30,60,Sudanese,Stateless,6,Shelter,2024-12-21,2024-12-21,9999-12-31,1,Inactive,1,0,
4053,BEN-04053,HH-0789,Omar,Barre,Male,2003-12-15,21,Nigerian,Host Community,1,Health,2022-02-27,2022-02-27,9999-12-31,1,Deceased,0,0,
4054,BEN-04054,HH-0694,Omar,Mohamed,Male,1965-05-30,59,Ethiopian,Host Community,7,Livelihoods,2023-09-30,2023-09-30,9999-12-31,1,Active,0,0,
4055,BEN-04055,HH-1854,Halima,Diallo,Female,2001-08-11,23,Afghan,IDP,12,WASH,2023-04-10,2023-04-10,9999-12-31,1,Active,0,0,
4056,BEN-04056,HH-1891,Ali,Ndlovu,Male,1960-02-18,64,Sudanese,Stateless,8,Cash Assistance,2023-12-23,2023-12-23,9999-12-31,1,Inactive,1,0,
4057,BEN-04057,HH-1562,Amina,Musa,Female,1980-07-14,44,Yemeni,Stateless,8,Cash Assistance,2023-05-12,2023-05-12,9999-12-31,1,Active,1,0,
4058,BEN-04058,HH-0265,Ali,Mohamed,Male,1980-12-25,44,South Sudanese,Refugee,8,Food Security,2024-09-03,2024-09-03,9999-12-31,1,Active,1,1,
4059,BEN-04059,HH-1031,Yusuf,Kofi,Female,2004-02-06,20,Ethiopian,Returnee,12,Cash Assistance,2023-09-14,2023-09-14,9999-12-31,1,Active,0,0,
4060,BEN-04060,HH-1516,Halima,Kofi,Female,1974-02-14,50,South Sudanese,Stateless,11,Protection,2023-05-27,2023-05-27,9999-12-31,1,Active,0,0,
4061,BEN-04061,HH-1529,Omar,Ndlovu,Male,1991-02-05,33,Yemeni,Host Community,11,Health,2022-01-02,2022-01-02,9999-12-31,1,Inactive,0,0,
4062,BEN-04062,HH-0728,Ibrahim,Mohamed,Female,2017-04-29,7,Somali,IDP,7,Protection,2024-01-24,2024-01-24,9999-12-31,1,Active,0,0,
4063,BEN-04063,HH-1945,Amina,Ndlovu,Female,2008-01-29,16,Ethiopian,Returnee,1,WASH,2023-06-28,2023-06-28,9999-12-31,1,Active,0,0,
4064,BEN-04064,HH-1556,Ali,Mohamed,Male,1975-12-07,49,Afghan,Host Community,5,WASH,2023-10-28,2023-10-28,9999-12-31,1,Active,0,0,
4065,BEN-04065,HH-0612,Amina,Ahmed,Female,1976-06-17,48,Somali,Host Community,3,Education,2023-03-28,2023-03-28,9999-12-31,1,Active,1,0,
4066,BEN-04066,HH-0687,Ibrahim,Jama,Male,2004-08-10,20,South Sudanese,Stateless,12,Cash Assistance,2022-05-14,2022-05-14,9999-12-31,1,Active,1,0,
4067,BEN-04067,HH-0335,Ibrahim,Warsame,Female,1964-09-02,60,Ethiopian,Returnee,9,Livelihoods,2024-01-15,2024-01-15,9999-12-31,1,Active,0,1,
4068,BEN-04068,HH-0335,Hassan,Kofi,Male,1976-01-23,48,South Sudanese,Returnee,11,Food Security,2023-08-01,2023-08-01,9999-12-31,1,Active,1,0,
4069,BEN-04069,HH-1502,Amina,Osman,Male,2015-08-25,9,Ethiopian,Host Community,9,Food Security,2022-05-22,2022-05-22,9999-12-31,1,Active,0,0,
4070,BEN-04070,HH-0231,Hassan,Barre,Female,1961-07-23,63,Nigerian,Refugee,1,Education,2022-08-03,2022-08-03,9999-12-31,1,Active,1,0,
4071,BEN-04071,HH-0900,Omar,Ahmed,Male,2009-01-08,15,Ethiopian,Stateless,3,Food Security,2022-05-07,2022-05-07,9999-12-31,1,Active,0,0,
4072,BEN-04072,HH-0593,Amina,Warsame,Male,1951-06-18,73,Congolese,Refugee,1,Livelihoods,2024-04-28,2024-04-28,9999-12-31,1,Active,0,0,
4073,BEN-04073,HH-1640,Halima,Ndlovu,Male,1956-09-24,68,Sudanese,Refugee,6,Livelihoods,2022-03-01,2022-03-01,9999-12-31,1,Active,1,1,
4074,BEN-04074,HH-1579,Ibrahim,Barre,Female,1987-04-04,37,Somali,Host Community,2,Education,2022-02-01,2022-02-01,9999-12-31,1,Active,0,0,
4075,BEN-04075,HH-0044,Zainab,Ndlovu,Male,1979-10-19,45,Ethiopian,IDP,8,Livelihoods,2024-04-05,2024-04-05,9999-12-31,1,Active,1,0,
4076,BEN-04076,HH-1106,Ibrahim,Osman,Male,1980-10-01,44,Yemeni,Refugee,2,Health,2023-04-17,2023-04-17,9999-12-31,1,Transferred,0,0,
4077,BEN-04077,HH-1733,Fatima,Warsame,Male,2015-01-13,9,Yemeni,Stateless,4,Education,2024-08-22,2024-08-22,9999-12-31,1,Active,0,0,
4078,BEN-04078,HH-1974,Halima,Diallo,Female,2008-01-23,16,Syrian,IDP,6,Cash Assistance,2024-05-13,2024-05-13,9999-12-31,1,Active,0,0,
4079,BEN-04079,HH-1023,Fatima,Mohamed,Male,1994-07-27,30,South Sudanese,Returnee,3,Cash Assistance,2023-02-14,2023-02-14,9999-12-31,1,Inactive,0,0,
4080,BEN-04080,HH-0616,Amina,Jama,Female,1978-10-15,46,South Sudanese,Stateless,7,Shelter,2022-12-29,2022-12-29,9999-12-31,1,Active,1,0,
4081,BEN-04081,HH-0204,Amina,Musa,Male,1986-07-24,38,Somali,Stateless,2,Education,2022-03-21,2022-03-21,9999-12-31,1,Inactive,1,0,
4082,BEN-04082,HH-1929,Fatima,Musa,Male,1964-10-12,60,Congolese,Stateless,9,Livelihoods,2024-07-14,2024-07-14,9999-12-31,1,Transferred,0,0,
4083,BEN-04083,HH-1276,Omar,Ndlovu,Female,1980-02-04,44,Sudanese,Host Community,12,Cash Assistance,2023-06-11,2023-06-11,9999-12-31,1,Inactive,1,1,
4084,BEN-04084,HH-1321,Omar,Barre,Male,1988-04-02,36,Rohingya,Returnee,11,Protection,2023-06-18,2023-06-18,9999-12-31,1,Inactive,0,0,
4085,BEN-04085,HH-0685,Fatima,Mohamed,Male,1957-06-13,67,Syrian,IDP,5,WASH,2022-03-18,2022-03-18,9999-12-31,1,Active,0,1,
4086,BEN-04086,HH-1265,Hassan,Ahmed,Female,1992-03-26,32,Syrian,Returnee,9,Health,2024-10-16,2024-10-16,9999-12-31,1,Active,1,0,
4087,BEN-04087,HH-1031,Zainab,Ahmed,Female,1972-07-23,52,Somali,IDP,4,Health,2022-04-21,2022-04-21,9999-12-31,1,Deceased,0,0,
4088,BEN-04088,HH-1376,Ali,Kofi,Female,1954-11-30,70,Somali,Returnee,11,Shelter,2023-01-05,2023-01-05,9999-12-31,1,Active,0,0,
4089,BEN-04089,HH-1503,Fatima,Mohamed,Female,2002-11-25,22,Afghan,Refugee,11,Protection,2023-10-29,2023-10-29,9999-12-31,1,Deceased,0,0,
4090,BEN-04090,HH-1136,Yusuf,Diallo,Male,1957-11-05,67,Nigerian,Refugee,12,Shelter,2022-02-10,2022-02-10,9999-12-31,1,Active,0,1,
4091,BEN-04091,HH-0444,Ibrahim,Diallo,Female,1985-01-31,39,Sudanese,IDP,4,Cash Assistance,2024-09-17,2024-09-17,9999-12-31,1,Active,0,1,
4092,BEN-04092,HH-0877,Amina,Ndlovu,Female,2007-09-01,17,South Sudanese,Stateless,11,Food Security,2024-10-07,2024-10-07,9999-12-31,1,Active,0,0,
4093,BEN-04093,HH-1124,Ali,Diallo,Female,2010-11-24,14,Nigerian,IDP,6,Food Security,2022-04-20,2022-04-20,9999-12-31,1,Active,0,0,
4094,BEN-04094,HH-1826,Ibrahim,Warsame,Female,1981-07-14,43,Somali,Stateless,10,Education,2024-01-30,2024-01-30,9999-12-31,1,Inactive,1,0,
4095,BEN-04095,HH-0135,Ibrahim,Diallo,Female,1968-12-12,56,South Sudanese,IDP,10,Food Security,2024-05-05,2024-05-05,9999-12-31,1,Active,1,0,
4096,BEN-04096,HH-0225,Yusuf,Musa,Male,2018-05-23,6,Afghan,Returnee,9,Education,2024-10-30,2024-10-30,9999-12-31,1,Active,1,0,
4097,BEN-04097,HH-0907,Yusuf,Musa,Male,1958-05-28,66,Somali,Returnee,7,Livelihoods,2024-07-10,2024-07-10,9999-12-31,1,Active,1,0,
4098,BEN-04098,HH-1692,Mariam,Ndlovu,Male,1975-01-14,49,Somali,Host Community,8,Cash Assistance,2023-01-21,2023-01-21,9999-12-31,1,Active,0,0,
4099,BEN-04099,HH-0108,Hassan,Ahmed,Female,1965-11-29,59,South Sudanese,IDP,10,Food Security,2023-10-22,2023-10-22,9999-12-31,1,Active,0,0,
4100,BEN-04100,HH-0906,Halima,Kofi,Female,1999-10-24,25,Yemeni,IDP,6,Health,2024-05-29,2024-05-29,9999-12-31,1,Transferred,1,0,
4101,BEN-04101,HH-0583,Ali,Musa,Male,2009-05-03,15,Syrian,Refugee,9,Health,2024-10-08,2024-10-08,9999-12-31,1,Active,0,0,
4102,BEN-04102,HH-0425,Mariam,Jama,Male,2018-05-31,6,South Sudanese,Refugee,1,WASH,2022-02-22,2022-02-22,9999-12-31,1,Active,1,0,
4103,BEN-04103,HH-1857,Fatima,Kofi,Male,1971-06-22,53,Nigerian,Stateless,1,Livelihoods,2023-06-11,2023-06-11,9999-12-31,1,Active,0,0,
4104,BEN-04104,HH-0817,Fatima,Musa,Male,1960-03-17,64,Syrian,Returnee,5,Education,2024-03-31,2024-03-31,9999-12-31,1,Active,0,0,
4105,BEN-04105,HH-1606,Zainab,Warsame,Female,1975-03-08,49,Somali,Returnee,11,Shelter,2023-04-03,2023-04-03,9999-12-31,1,Active,1,1,
4106,BEN-04106,HH-0271,Ibrahim,Osman,Male,2011-11-20,13,Yemeni,Host Community,11,Food Security,2024-06-28,2024-06-28,9999-12-31,1,Active,0,0,
4107,BEN-04107,HH-1072,Yusuf,Kofi,Female,2016-11-23,8,Yemeni,Stateless,3,Health,2023-01-04,2023-01-04,9999-12-31,1,Inactive,0,0,
4108,BEN-04108,HH-1656,Ibrahim,Warsame,Male,1984-05-14,40,Sudanese,Stateless,8,Education,2024-11-04,2024-11-04,9999-12-31,1,Active,0,0,
4109,BEN-04109,HH-0361,Ali,Jama,Female,1997-10-01,27,Rohingya,Returnee,7,Health,2022-03-29,2022-03-29,9999-12-31,1,Inactive,0,0,
4110,BEN-04110,HH-1499,Ali,Barre,Male,1972-11-17,52,Afghan,Refugee,10,Food Security,2023-04-04,2023-04-04,9999-12-31,1,Active,0,0,
4111,BEN-04111,HH-1235,Yusuf,Barre,Female,1969-12-25,55,Sudanese,Refugee,9,WASH,2024-08-16,2024-08-16,9999-12-31,1,Active,1,0,
4112,BEN-04112,HH-0585,Zainab,Mohamed,Female,1951-03-03,73,Rohingya,Host Community,3,WASH,2022-11-21,2022-11-21,9999-12-31,1,Active,0,0,
4113,BEN-04113,HH-1617,Omar,Osman,Female,1978-06-21,46,Syrian,Returnee,12,Food Security,2022-05-23,2022-05-23,9999-12-31,1,Inactive,0,1,
4114,BEN-04114,HH-0041,Ibrahim,Kofi,Female,1953-12-20,71,Rohingya,Stateless,8,Shelter,2022-07-01,2022-07-01,9999-12-31,1,Inactive,1,0,
4115,BEN-04115,HH-1132,Omar,Musa,Male,1987-10-27,37,Rohingya,Host Community,5,Food Security,2024-01-09,2024-01-09,9999-12-31,1,Active,0,0,
4116,BEN-04116,HH-0037,Ali,Musa,Female,2006-02-28,18,Sudanese,Stateless,4,Education,2023-11-21,2023-11-21,9999-12-31,1,Active,0,0,
4117,BEN-04117,HH-0528,Yusuf,Musa,Female,1996-12-08,28,South Sudanese,IDP,10,Protection,2022-09-03,2022-09-03,9999-12-31,1,Inactive,1,0,
4118,BEN-04118,HH-1774,Fatima,Ndlovu,Male,2011-08-31,13,South Sudanese,Returnee,1,Livelihoods,2023-04-02,2023-04-02,9999-12-31,1,Transferred,1,0,
4119,BEN-04119,HH-1426,Mariam,Jama,Female,1976-02-25,48,South Sudanese,Refugee,6,Food Security,2024-12-15,2024-12-15,9999-12-31,1,Active,0,0,
4120,BEN-04120,HH-1658,Halima,Osman,Male,1971-06-03,53,Nigerian,Stateless,3,Education,2023-07-22,2023-07-22,9999-12-31,1,Active,1,0,
4121,BEN-04121,HH-1148,Hassan,Osman,Female,1967-11-18,57,Syrian,Host Community,3,Cash Assistance,2024-10-13,2024-10-13,9999-12-31,1,Active,0,0,
4122,BEN-04122,HH-0094,Ali,Musa,Female,1997-03-22,27,South Sudanese,Refugee,8,Protection,2022-09-30,2022-09-30,9999-12-31,1,Active,0,0,
4123,BEN-04123,HH-1592,Halima,Ahmed,Female,1950-01-20,74,Syrian,Returnee,12,Food Security,2022-03-12,2022-03-12,9999-12-31,1,Active,0,1,
4124,BEN-04124,HH-0797,Fatima,Warsame,Male,1968-09-30,56,Ethiopian,Returnee,5,Health,2023-03-21,2023-03-21,9999-12-31,1,Deceased,1,1,
4125,BEN-04125,HH-0307,Zainab,Ndlovu,Female,2015-11-26,9,Afghan,Refugee,11,Education,2023-04-04,2023-04-04,9999-12-31,1,Active,0,0,
4126,BEN-04126,HH-1337,Ali,Kofi,Female,2012-10-01,12,Rohingya,Host Community,2,Livelihoods,2023-06-26,2023-06-26,9999-12-31,1,Active,0,1,
4127,BEN-04127,HH-1525,Mariam,Barre,Male,2011-02-11,13,South Sudanese,Returnee,2,Education,2024-01-11,2024-01-11,9999-12-31,1,Transferred,0,0,
4128,BEN-04128,HH-1372,Yusuf,Osman,Female,1957-03-07,67,Ethiopian,Refugee,12,Food Security,2024-10-05,2024-10-05,9999-12-31,1,Active,0,0,
4129,BEN-04129,HH-1386,Hassan,Ahmed,Female,1979-05-17,45,Nigerian,Returnee,3,Livelihoods,2024-04-24,2024-04-24,9999-12-31,1,Active,0,1,
4130,BEN-04130,HH-0784,Halima,Warsame,Male,1992-11-05,32,Congolese,IDP,5,Livelihoods,2024-09-07,2024-09-07,9999-12-31,1,Inactive,0,0,
4131,BEN-04131,HH-0926,Yusuf,Diallo,Male,1960-04-09,64,Rohingya,IDP,7,Cash Assistance,2023-01-31,2023-01-31,9999-12-31,1,Inactive,0,1,
4132,BEN-04132,HH-1168,Ali,Kofi,Female,1980-09-01,44,Yemeni,Returnee,3,Livelihoods,2023-01-06,2023-01-06,9999-12-31,1,Active,0,0,
4133,BEN-04133,HH-0029,Ali,Warsame,Male,2010-06-27,14,Nigerian,Returnee,6,Cash Assistance,2023-06-14,2023-06-14,9999-12-31,1,Active,0,0,
4134,BEN-04134,HH-0372,Amina,Musa,Female,2006-05-17,18,Syrian,Refugee,6,Education,2022-12-14,2022-12-14,9999-12-31,1,Transferred,0,1,
4135,BEN-04135,HH-1795,Ali,Musa,Male,1982-02-14,42,Somali,Stateless,12,Livelihoods,2024-10-29,2024-10-29,9999-12-31,1,Active,0,0,
4136,BEN-04136,HH-0559,Ali,Jama,Female,1990-01-14,34,Congolese,Stateless,8,Health,2022-05-08,2022-05-08,9999-12-31,1,Transferred,0,0,
4137,BEN-04137,HH-0461,Amina,Mohamed,Female,1974-05-08,50,Sudanese,Stateless,6,Education,2023-06-30,2023-06-30,9999-12-31,1,Active,1,0,
4138,BEN-04138,HH-1261,Yusuf,Jama,Male,1955-06-12,69,Ethiopian,Returnee,9,Protection,2022-11-16,2022-11-16,9999-12-31,1,Inactive,0,0,
4139,BEN-04139,HH-0821,Ali,Warsame,Male,1998-05-19,26,Syrian,IDP,5,Livelihoods,2024-07-13,2024-07-13,9999-12-31,1,Inactive,1,0,
4140,BEN-04140,HH-1127,Mariam,Ahmed,Female,1981-06-27,43,Rohingya,Refugee,6,Protection,2024-07-01,2024-07-01,9999-12-31,1,Active,0,0,
4141,BEN-04141,HH-0434,Ibrahim,Barre,Male,1955-10-31,69,Sudanese,Stateless,12,Livelihoods,2024-09-28,2024-09-28,9999-12-31,1,Active,0,0,
4142,BEN-04142,HH-1856,Fatima,Musa,Male,2012-09-06,12,Afghan,Returnee,7,Health,2023-03-18,2023-03-18,9999-12-31,1,Active,0,1,
4143,BEN-04143,HH-1481,Zainab,Kofi,Female,2005-05-20,19,Afghan,IDP,12,Health,2024-12-06,2024-12-06,9999-12-31,1,Active,1,0,
4144,BEN-04144,HH-0258,Yusuf,Barre,Female,1991-09-01,33,Rohingya,Returnee,8,Food Security,2023-01-07,2023-01-07,9999-12-31,1,Deceased,0,0,
4145,BEN-04145,HH-0189,Yusuf,Jama,Female,1985-03-16,39,Syrian,Stateless,3,Cash Assistance,2024-06-26,2024-06-26,9999-12-31,1,Active,0,0,
4146,BEN-04146,HH-0310,Zainab,Jama,Male,1967-04-02,57,South Sudanese,Stateless,4,Education,2023-10-09,2023-10-09,9999-12-31,1,Inactive,1,1,
4147,BEN-04147,HH-0699,Yusuf,Mohamed,Female,1971-06-17,53,Syrian,Refugee,2,Cash Assistance,2023-05-30,2023-05-30,9999-12-31,1,Transferred,0,0,
4148,BEN-04148,HH-1142,Fatima,Musa,Female,1966-03-20,58,Somali,Returnee,2,Food Security,2022-05-16,2022-05-16,9999-12-31,1,Active,1,1,
4149,BEN-04149,HH-1338,Ibrahim,Musa,Male,1990-12-06,34,Somali,IDP,2,Protection,2024-08-24,2024-08-24,9999-12-31,1,Transferred,0,0,
4150,BEN-04150,HH-0396,Ibrahim,Warsame,Male,1971-11-15,53,Yemeni,Host Community,1,WASH,2023-02-07,2023-02-07,9999-12-31,1,Deceased,1,0,
4151,BEN-04151,HH-1670,Fatima,Diallo,Male,2012-04-17,12,Congolese,Host Community,5,Protection,2022-12-25,2022-12-25,9999-12-31,1,Active,0,0,
4152,BEN-04152,HH-1739,Zainab,Barre,Female,1976-03-20,48,South Sudanese,IDP,2,Livelihoods,2024-01-04,2024-01-04,9999-12-31,1,Active,0,0,
4153,BEN-04153,HH-0383,Amina,Osman,Female,1983-03-03,41,Sudanese,Host Community,5,Cash Assistance,2023-02-06,2023-02-06,9999-12-31,1,Active,1,1,
4154,BEN-04154,HH-1056,Ali,Kofi,Female,1992-03-29,32,Sudanese,Returnee,11,Education,2024-11-11,2024-11-11,9999-12-31,1,Deceased,0,0,
4155,BEN-04155,HH-1795,Fatima,Diallo,Female,2001-12-29,23,Sudanese,IDP,7,Livelihoods,2024-11-05,2024-11-05,9999-12-31,1,Inactive,0,0,
4156,BEN-04156,HH-0773,Amina,Warsame,Male,2006-11-10,18,Nigerian,Host Community,3,Shelter,2022-02-25,2022-02-25,9999-12-31,1,Inactive,1,0,
4157,BEN-04157,HH-0538,Ali,Ndlovu,Male,1973-11-23,51,Afghan,Stateless,11,Livelihoods,2024-07-04,2024-07-04,9999-12-31,1,Active,1,0,
4158,BEN-04158,HH-1030,Mariam,Mohamed,Male,2001-08-30,23,Somali,IDP,1,WASH,2023-03-01,2023-03-01,9999-12-31,1,Active,0,0,
4159,BEN-04159,HH-0215,Halima,Diallo,Female,2002-09-16,22,Nigerian,Host Community,5,Livelihoods,2022-03-25,2022-03-25,9999-12-31,1,Deceased,1,1,
4160,BEN-04160,HH-1481,Ibrahim,Jama,Male,2000-02-19,24,Sudanese,Refugee,5,Food Security,2022-05-05,2022-05-05,9999-12-31,1,Active,0,0,
4161,BEN-04161,HH-0035,Fatima,Ahmed,Male,1987-09-07,37,Ethiopian,IDP,4,Protection,2024-12-02,2024-12-02,9999-12-31,1,Active,0,1,
4162,BEN-04162,HH-0381,Fatima,Osman,Male,1973-07-03,51,Yemeni,Host Community,10,Cash Assistance,2023-02-06,2023-02-06,9999-12-31,1,Active,0,0,
4163,BEN-04163,HH-1554,Mariam,Musa,Male,2001-11-06,23,Nigerian,Returnee,10,Food Security,2022-06-17,2022-06-17,9999-12-31,1,Active,1,0,
4164,BEN-04164,HH-0135,Mariam,Kofi,Female,1984-01-11,41,Nigerian,IDP,1,Cash Assistance,2023-08-23,2023-08-23,9999-12-31,1,Deceased,0,0,
4165,BEN-04165,HH-1846,Zainab,Diallo,Male,1985-09-13,39,Afghan,Stateless,1,Health,2022-02-21,2022-02-21,9999-12-31,1,Inactive,0,0,
4166,BEN-04166,HH-0037,Zainab,Kofi,Female,2016-07-23,8,Sudanese,Stateless,5,Cash Assistance,2024-05-02,2024-05-02,9999-12-31,1,Active,1,0,
4167,BEN-04167,HH-0426,Omar,Diallo,Male,2004-07-11,20,Nigerian,Returnee,1,Health,2024-10-06,2024-10-06,9999-12-31,1,Active,0,0,
4168,BEN-04168,HH-0735,Ali,Mohamed,Female,2006-08-02,18,Afghan,IDP,5,Food Security,2022-03-01,2022-03-01,9999-12-31,1,Transferred,0,1,
4169,BEN-04169,HH-0844,Yusuf,Jama,Female,1953-11-16,71,Yemeni,Host Community,2,Protection,2023-06-27,2023-06-27,9999-12-31,1,Active,1,0,
4170,BEN-04170,HH-0065,Halima,Barre,Female,2014-05-15,10,Somali,Refugee,11,WASH,2023-08-03,2023-08-03,9999-12-31,1,Active,0,0,
4171,BEN-04171,HH-0481,Hassan,Musa,Male,2006-03-25,18,Afghan,Returnee,8,Livelihoods,2022-01-04,2022-01-04,9999-12-31,1,Active,0,0,
4172,BEN-04172,HH-1040,Halima,Jama,Female,1963-12-03,61,Rohingya,Refugee,5,WASH,2022-05-29,2022-05-29,9999-12-31,1,Active,1,0,
4173,BEN-04173,HH-1387,Hassan,Musa,Male,1952-12-07,72,Yemeni,Stateless,11,Cash Assistance,2024-11-20,2024-11-20,9999-12-31,1,Active,1,0,
4174,BEN-04174,HH-0049,Ali,Barre,Female,1967-03-15,57,Sudanese,Refugee,3,Food Security,2024-09-06,2024-09-06,9999-12-31,1,Active,0,1,
4175,BEN-04175,HH-1064,Halima,Ahmed,Male,2000-11-09,24,Syrian,Host Community,9,Livelihoods,2023-09-19,2023-09-19,9999-12-31,1,Transferred,1,0,
4176,BEN-04176,HH-1481,Zainab,Ndlovu,Male,1972-12-30,52,Ethiopian,Refugee,6,Food Security,2022-02-15,2022-02-15,9999-12-31,1,Inactive,0,0,
4177,BEN-04177,HH-0154,Mariam,Diallo,Male,1971-10-12,53,South Sudanese,Host Community,9,Cash Assistance,2024-03-02,2024-03-02,9999-12-31,1,Active,0,0,
4178,BEN-04178,HH-1397,Ali,Warsame,Male,2014-12-06,10,South Sudanese,Stateless,5,Cash Assistance,2022-10-04,2022-10-04,9999-12-31,1,Active,0,0,
4179,BEN-04179,HH-0300,Halima,Ndlovu,Female,2012-10-10,12,Somali,Host Community,5,Health,2024-02-28,2024-02-28,9999-12-31,1,Transferred,0,1,
4180,BEN-04180,HH-1867,Amina,Musa,Male,1955-06-30,69,Congolese,Refugee,6,Shelter,2022-05-09,2022-05-09,9999-12-31,1,Active,1,1,
4181,BEN-04181,HH-0227,Fatima,Warsame,Male,1988-09-11,36,Congolese,Host Community,12,Food Security,2022-08-13,2022-08-13,9999-12-31,1,Active,0,0,
4182,BEN-04182,HH-1908,Ibrahim,Osman,Male,2017-12-04,7,Somali,Returnee,7,Education,2022-10-05,2022-10-05,9999-12-31,1,Active,0,0,
4183,BEN-04183,HH-0132,Omar,Ahmed,Male,1950-03-02,74,South Sudanese,Refugee,7,Livelihoods,2022-06-07,2022-06-07,9999-12-31,1,Active,0,0,
4184,BEN-04184,HH-1333,Mariam,Ahmed,Male,1983-01-28,41,Sudanese,Stateless,12,WASH,2024-03-10,2024-03-10,9999-12-31,1,Active,0,0,
4185,BEN-04185,HH-0630,Yusuf,Kofi,Male,1976-04-29,48,Congolese,Stateless,1,Livelihoods,2023-05-09,2023-05-09,9999-12-31,1,Active,0,0,
4186,BEN-04186,HH-1050,Zainab,Diallo,Female,1978-02-25,46,Nigerian,Host Community,1,Education,2023-02-14,2023-02-14,9999-12-31,1,Active,0,0,
4187,BEN-04187,HH-0814,Omar,Ndlovu,Female,1989-02-11,35,Syrian,IDP,2,Food Security,2023-04-19,2023-04-19,9999-12-31,1,Inactive,0,0,
4188,BEN-04188,HH-1953,Fatima,Diallo,Female,1991-11-20,33,Nigerian,Refugee,6,Livelihoods,2023-08-11,2023-08-11,9999-12-31,1,Transferred,0,0,
4189,BEN-04189,HH-0689,Fatima,Jama,Female,1983-06-23,41,Nigerian,Host Community,12,Cash Assistance,2023-11-27,2023-11-27,9999-12-31,1,Active,0,0,
